,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Fiyat Durumu,Ada,Parsel,Price,Location,link,Yapı Durumu,Yapı Tipi,Eşya Durumu,Takas,Görüntülü Gezilebilir mi?,Salon Metrekare
573,17083404,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,110 m²,125 m²,1+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Mülk Sahibi Oturuyor,0 TL,Arsa Tapulu,Hayır,20000 TL,1,,Var,1,Açık Teras,,1,,Genel Fiyat,6921,2,20.000TL, Pendik - Çamçeşme Mahallesi,https://www.emlakjet.com//ilan/pendik-camcesme-mahallesi-nde-kiralik-110m2-kombili-21-teras-daire-17083404/,İkinci El,Betonarme,,Yok,Evet,
574,17083347,27 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Beyoğlu - Piyalepaşa Mahallesi,https://www.emlakjet.com//ilan/beyoglu-piyalepasada-kiralik-ici-yenilenmis-21-daire-17083347/,,,Boş,Yok,,
575,17083347,27 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Beyoğlu - Piyalepaşa Mahallesi,https://www.emlakjet.com//ilan/beyoglu-piyalepasada-kiralik-ici-yenilenmis-21-daire-17083347/,,,Boş,Yok,,
576,17083331,27 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,73 m²,87 m²,2+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,19.000TL, Sultanbeyli - Yavuz Selim Mahallesi,https://www.emlakjet.com//ilan/vefa-gayrimenkulden-yavuz-selim-mahallesinde-kiralik-21-daire-17083331/,,,Boş,Yok,,
577,17083278,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,100 TL,Tapu Kaydı Yok,Hayır,18000 TL,1,,Var,1,Kapalı Balkon,,1,,Genel Fiyat,,,18.000TL, Küçükçekmece - İstasyon Mahallesi,https://www.emlakjet.com//ilan/istasyon-mah-tadilatli-kiralik-daire-17083278/,İkinci El,,,,,
578,17083224,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,3.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,27.500TL, Şişli - 19 Mayıs Mahallesi,https://www.emlakjet.com//ilan/metro-cevahir-avm-2-dk-21-80-m2-3-kat-ferah-kombili-ara-kat-17083224/,,,Boş,Yok,,
579,17083220,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,58 m²,76 m²,1+1,0 (Yeni),13.Kat,14,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,23.500TL, Tuzla - İçmeler Mahallesi,https://www.emlakjet.com//ilan/tuzla-vema-projesinde-oturuma-hazir-11-kiralik-daire-17083220/,,,Boş,Yok,,
580,17083189,27 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,1+1,4,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,11000 TL,1,,Var,1,Kapalı Balkon,,,,Genel Fiyat,1970,32,11.000TL, Esenyurt - Üçevler Mahallesi,https://www.emlakjet.com//ilan/kiralik-11-17083189/,,,,,,
581,17083167,27 Mart 2025,31 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,100 TL,Yabancıdan,Hayır,40000 TL,1,10 m²,Var,2,Açık Balkon,10 m²,1,5 m²,Genel Fiyat,,,20.000TL, Avcılar - Denizköşkler Mahallesi,https://www.emlakjet.com//ilan/metrobus-2-dakika-21-full-esyali-80m2-kiralik-temiz-daire-17083167/,İkinci El,Betonarme,Eşyalı,Yok,Hayır,30 m²
582,17083110,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+0,16-20,2.Kat,5,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,20000 TL,1,,Var,,,,,,Genel Fiyat,,,20.000TL, Sultangazi - Uğur Mumcu Mahallesi,https://www.emlakjet.com//ilan/baykal-ins-ugurmumcu-mah-kiralik-daire-17083110/,,,,,,
583,17083051,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,11-15,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,,,,,,,,Genel Fiyat,3037,1,35.000TL, Fatih - Karagümrük Mahallesi,https://www.emlakjet.com//ilan/fatih-sulukule-toplu-konutlarinda-bakimli-boyali-masrafsiz-kiralik-21-daire-17083051/,,,,,,
584,17083040,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+2,21 Ve Üzeri,Yüksek Giriş,12,Merkezi (Pay Ölçer),Boş,1000 TL,Kat Mülkiyeti,Hayır,55000 TL,1,3 m²,Yok,,,,1,,Birim Fiyat,410,45,55.000TL, Beşiktaş - Gayrettepe Mahallesi,https://www.emlakjet.com//ilan/sahibinden-kiralik-ofise-uygun-dublex-daire-120-m2-17083040/,İkinci El,Betonarme,,Yok,,30 m²
585,17082824,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,30 m²,42 m²,Stüdyo,5-10,1.Kat,8,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,17.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/elit-grand-palas-muhtesem-10-esyali-daire-17082824/,,,Eşyalı,Yok,,
586,17082735,27 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,50000 TL,1,,,,,,,,Genel Fiyat,15022,112,50.000TL, Maltepe - İdealtepe Mahallesi,https://www.emlakjet.com//ilan/ilke-den-idealtepe-sahilde-kapanmaz-deniz-manzarali-on-cephe-31-17082735/,,,,,,
587,17082667,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,,,,,,,,Genel Fiyat,14,4,27.000TL, Ümraniye - Atatürk Mahallesi,https://www.emlakjet.com//ilan/umraniye-carsi-merkezde-ici-yenilenmis-asansorlu-arakat-daire-17082667/,,,,,,
588,17082571,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,35 m²,45 m²,Stüdyo,16-20,8.Kat,8,Klimalı,Boş,3350 TL,Kat Mülkiyeti,Evet,20000 TL,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,3992,15,16.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/world-atlantis-sitesi-terasli-kiralikessyali-10-studyo-daire-17082571/,İkinci El,,,Yok,Hayır,
589,17082507,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,6.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Bayrampaşa - Yenidoğan Mahallesi,https://www.emlakjet.com//ilan/oryap-emlak-tan-kiralik-21-85m2-super-konumda-daire-17082507/,,,Eşyalı,Yok,,
590,17082498,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,27.000TL, Bayrampaşa - Terazidere Mahallesi,https://www.emlakjet.com//ilan/oryap-emlak-tan-kiralik-kod-589-21-full-esyali-super-daire-17082498/,,,Eşyalı,Yok,,
591,17082486,27 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,2.Kat,5,Doğalgaz Sobalı,Boş,75 TL,Tapu Kaydı Yok,Hayır,15000 TL,1,8 m²,Var,1,Açık Balkon,8 m²,1,4 m²,Birim Fiyat,63,213,15.000TL, Bahçelievler - Soğanlı Mahallesi,https://www.emlakjet.com//ilan/pakemlakdan-guneycephede-boyali-temiz-dogalgazsobali-17082486/,İkinci El,Betonarme,Boş,Yok,Evet,19 m²
592,17082481,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Fatih - Derviş Ali Mahallesi,https://www.emlakjet.com//ilan/dervis-ali-mahallesi-ari-sokakta-kiralik-11-full-esyali-daire-17082481/,,,Eşyalı,Yok,,
593,17082470,27 Mart 2025,29 Mart 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,5-10,1.Kat,6,Merkezi Doğalgaz,Boş,,Kat İrtifakı,Hayır,13000 TL,1,,Var,1,Açık Teras,,,,Genel Fiyat,2024,51,13.000TL, Esenyurt - Talatpaşa Mahallesi,https://www.emlakjet.com//ilan/talatpasa-da-mukemmel-daire-17082470/,,,,,,
594,17082193,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+2,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,23.000TL, Avcılar - Tahtakale Mahallesi,https://www.emlakjet.com//ilan/tahtakale-mah-kiralik-32-120-m2-net-dubleks-sifir-luks-daire-17082193/,,,Boş,Yok,,
595,17082093,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,68 m²,75 m²,1+1,3,31.Kat,41,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,1001,14,15.000TL, Esenyurt - Gökevler Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yakin-odul-istanbul-da-kiralik-11-daire-17082093/,,,,,,
596,17082066,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,389,5,21.000TL, Esenyurt - Güzelyurt Mahallesi,https://www.emlakjet.com//ilan/metrobuse-5-dakika-yurume-mesafesinde-21-kiralik-daire-17082066/,,,,,,
597,17082013,27 Mart 2025,05 Nisan 2025,Konut,Kiralık,Daire,1 m²,90 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,,,,,,,,Genel Fiyat,,1598,16.000TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/yenibosna-kiralik-21-ters-dublexs-memura-kiralik-17082013/,,,,,,
598,17082010,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,39.000TL, Kadıköy - Suadiye Mahallesi,https://www.emlakjet.com//ilan/suadiye-emin-ali-pasa-cad-21-katta-on-bakimli-balkonlu-17082010/,,,Boş,Yok,,
599,17081972,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,Kot 1 (-1).Kat,7,Sobalı,Boş,,Arsa Tapulu,Evet,12000 TL,1,1 m²,Var,1,Açık Balkon,3 m²,1,,Genel Fiyat,9621,5,12.000TL, Kağıthane - Çeliktepe Mahallesi,https://www.emlakjet.com//ilan/istanbul-celiktepe-21-120m2-17081972/,,Betonarme,Boş,Yok,Evet,
600,17081831,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,26.750TL, Çekmeköy - Merkez Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-merkez-mah-de-31-kiralik-daire-17081831/,,,Boş,Yok,,
601,17081823,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,23.000TL, Çekmeköy - Merkez Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-merkez-mah-de-21-kiralik-daire-17081823/,,,Boş,Yok,,
602,17081744,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,11-15,6.Kat,7,Kombi Doğalgaz,Kiracı Oturuyor,3250 TL,Kat Mülkiyeti,Evet,80000 TL,2,,Var,1,Açık Balkon,,2,,Genel Fiyat,3980,1,40.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/dora-dan-gokceren-sitesinde-31-ferah-daire-17081744/,İkinci El,Betonarme,Boş,Yok,Hayır,29 m²
603,17081545,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,5-10,1.Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,840,101,55.000TL, Şişli - Teşvikiye Mahallesi,https://www.emlakjet.com//ilan/kapali-garajli-yangin-merdivenli-jeneratorlu-yeni-binada-11-17081545/,,,,,,
604,17081541,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,1.5+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,19000 TL,1,,Yok,,,,1,6 m²,Genel Fiyat,,,19.000TL, Ümraniye - Tepeüstü Mahallesi,https://www.emlakjet.com//ilan/umraniye-tepeustu-tavukcuyolu-metro-yabanciya-bekara-uygun-17081541/,İkinci El,Betonarme,Eşyalı,Yok,Hayır,15 m²
605,17081207,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,6.Kat,13,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Evet,25000 TL,1,,Var,,,,,,Genel Fiyat,,,25.000TL, Sultangazi - İsmetpaşa Mahallesi,https://www.emlakjet.com//ilan/ismetpasa-mahallesi-21-95-m2-site-ici-tramvaya-yakin-kiralik-daire-17081207/,,,,,,
606,17081009,27 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,0 TL,Hisseli Tapu,Hayır,25000 TL,1,,Yok,,,,,,Genel Fiyat,,8530,18.000TL, Küçükçekmece - İnönü Mahallesi,https://www.emlakjet.com//ilan/sefakoy-inonu-mahallesi-kiralik-2-1-yuksek-giris-sifir-17081009/,,,,,,
607,17080943,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,6,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,,,,,,,,Genel Fiyat,,,30.000TL, Çekmeköy - Hamidiye Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-hamidiyede-sitede-31-kiralik-120m-baikimli-1-kat-daire-no-153-17080943/,,,,,,
608,17080886,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,70000 TL,2,,Var,,,,,,Genel Fiyat,,,35.000TL, Sultangazi - Uğur Mumcu Mahallesi,https://www.emlakjet.com//ilan/ugurmumcu-da-31-140-m2-orta-kat-tramvaya-yakin-luks-ebeveyn-banyolu-kiralik-daire-17080886/,,,,,,
609,17080859,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,12000 TL,1,,Var,,,,,,Genel Fiyat,1209,12,12.000TL, Fatih - Koca Mustafapaşa Mahallesi,https://www.emlakjet.com//ilan/ecem-emlaktan-kocamustafapasa-merkezi-konumda-yari-bodrum-17080859/,,,,,,
610,17080812,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,337,10,29.000TL, Sancaktepe - İnönü Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-de-31-genis-daire-arayanlara-17080812/,,,,,,
611,17080747,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,130 m²,140 m²,5+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,200 TL,Kat Mülkiyeti,Hayır,30000 TL,1,,Var,1,Açık Balkon,,2,,Genel Fiyat,146,15,30.000TL, Üsküdar - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/as-emlak-tan-51-full-esyali-caddeye-yakin-4-kat-140m2-daire-17080747/,İkinci El,Betonarme,Eşyalı,Yok,Evet,
612,17080717,27 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,16563,10,26.500TL, Maltepe - Bağlarbaşı Mahallesi,https://www.emlakjet.com//ilan/maltepe-marmarayin-dibinde-31-masrafsiz-daire-17080717/,,,,,,
613,17080527,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,25000 TL,1,,,,,,,,Genel Fiyat,,3570,25.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-sirinevler-mahallesinde-17080527/,,,,,,
614,17080227,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,5-10,2.Kat,7,Kombi Doğalgaz,Boş,1300 TL,Kat Mülkiyeti,Evet,70000 TL,2,,Var,1,Kapalı Balkon,,3,,Genel Fiyat,285,1,35.000TL, Beylikdüzü - Adnan Kahveci Mahallesi,https://www.emlakjet.com//ilan/gayrimenkulist-den-adnan-kahvecide-31-genis-daire-17080227/,İkinci El,Betonarme,Boş,Yok,Hayır,
615,17080185,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,11-15,7.Kat,10,Kombi Doğalgaz,Boş,500 TL,Kat Mülkiyeti,Evet,50000 TL,1,,Var,2,"Açık Balkon, Kapalı Teras",,2,,Genel Fiyat,285,1,25.000TL, Beylikdüzü - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/gayrimenkulist-den-e-5-ve-marmara-parka-cok-yakin-31-esyali-17080185/,İkinci El,Betonarme,Eşyalı,Yok,Hayır,
616,17080164,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,5-10,Çatı Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,12500 TL,1,,Var,1,Açık Teras,,1,,Genel Fiyat,478,21,12.500TL, Esenyurt - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/esenyurt-kirac-hurriyet-mahallesi-11-cati-kati-kiralik-bos-daire-terasli-sehir-manzarali-17080164/,İkinci El,Betonarme,Boş,Yok,Hayır,
617,17080144,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,1817,9,15.000TL, Zeytinburnu - Nuripaşa Mahallesi,https://www.emlakjet.com//ilan/zeytinburnu-nuripasa-mh-de-21-70m-kiralik-yuksekgiris-daire-osmanli-emlak-17080144/,,,,,,
618,17080134,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,55 m²,70 m²,1+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,56000 TL,1,,,,,,,,Genel Fiyat,119,3,28.000TL, Tuzla - Evliya Çelebi Mahallesi,https://www.emlakjet.com//ilan/akcadag-gayrimenkul-den-bahce-kullanimli-11-kiralik-daire-17080134/,,,,,,
619,17080130,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,4,3.Kat,5,Kombi Doğalgaz,Boş,500 TL,Kat Mülkiyeti,Evet,50000 TL,1,10 m²,Var,1,Açık Balkon,8 m²,1,8 m²,Genel Fiyat,285,1,25.000TL, Beylikdüzü - Adnan Kahveci Mahallesi,https://www.emlakjet.com//ilan/gayrimenkulist-den-adnan-kahveci-merkezde-kiralik-21-daire-17080130/,İkinci El,Betonarme,Boş,Yok,Hayır,30 m²
620,17079901,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,150 TL,Arsa Tapulu,Hayır,25500 TL,1,,,,,,,,Genel Fiyat,1673,6,25.500TL, Ataşehir - Kayışdağı Mahallesi,https://www.emlakjet.com//ilan/kayisdagi-merkez-dortyol-isiklarda-31-130m2-2-kat-bakimli-daire-17079901/,,,,,,
621,17079830,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,60 m²,80 m²,1+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Pendik - Doğu Mahallesi,https://www.emlakjet.com//ilan/pendik-kiralik-11-daire-17079830/,,,Boş,Yok,,
622,17079701,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,36 m²,45 m²,Stüdyo,5-10,1.Kat,7,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Çekmeköy - Kirazlıdere Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-kirazlidere-de-10-esyali-kiralik-daire-17079701/,,,Eşyalı,Yok,,
623,17079651,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Bağcılar - Bağlar Mahallesi,https://www.emlakjet.com//ilan/metroya-yakin-ful-esyali-kiralik-21-daire-17079651/,,,Eşyalı,Yok,,
624,17079649,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,150 m²,240 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,47.000TL, Bahçelievler - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-calislarda-genc-binada-3terasli-net-150-m2-kiralik-17079649/,,,Boş,Yok,,
625,17079592,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,2,4.Kat,13,Merkezi (Pay Ölçer),Boş,3000 TL,Kat Mülkiyeti,Evet,90000 TL,1,5 m²,Var,1,Açık Balkon,,1,5 m²,Genel Fiyat,3345,1,45.000TL, Zeytinburnu - Sümer Mahallesi,https://www.emlakjet.com//ilan/zeytinburnu-loca-mahal-sitesinde-21-esyali-peyzaj-manzarali-17079592/,İkinci El,Betonarme,Eşyalı,Yok,Hayır,22 m²
626,17079587,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,86 m²,105 m²,2+1,5-10,14.Kat,14,Merkezi (Pay Ölçer),Boş,2500 TL,Kat Mülkiyeti,Evet,90000 TL,1,5 m²,Var,1,Kapalı Balkon,4 m²,1,5 m²,Genel Fiyat,2553,21,45.000TL, Zeytinburnu - Sümer Mahallesi,https://www.emlakjet.com//ilan/zeytinburnu-sahilpark-konutlari-kismi-deniz-manzarali-esyali-21-17079587/,İkinci El,Betonarme,Eşyalı,Yok,Hayır,22 m²
627,17079576,27 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,18000 TL,1,,Yok,,,,1,,Genel Fiyat,,,18.000TL, Beyoğlu - Camiikebir Mahallesi,https://www.emlakjet.com//ilan/beyoglu-kasimpasa-camikebir-mah-11-dogalgazli-daire-17079576/,,,Boş,Yok,,
628,17079425,27 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,66 m²,80 m²,2+1,21 Ve Üzeri,Yüksek Giriş,12,Kombi Doğalgaz,Boş,4000 TL,Kat Mülkiyeti,Evet,45000 TL,1,5 m²,Var,1,Açık Balkon,3 m²,1,,Birim Fiyat,2895,5,45.000TL, Kadıköy - Bostancı Mahallesi,https://www.emlakjet.com//ilan/bostancida-kiralik-daire-site-icinde-temiz-bakimli-masrafsiz-17079425/,İkinci El,Betonarme,Boş,Yok,,27 m²
629,17079261,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,62 m²,95 m²,1+1,5-10,15.Kat,24,Merkezi (Pay Ölçer),Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,37.000TL, Gaziosmanpaşa - Karadeniz Mahallesi,https://www.emlakjet.com//ilan/i23-den-viaport-veneziada-buyuk-balkonlu-yuksek-kat-full-tadilatli-bos-kiralik-aylik-odemeli-17079261/,İkinci El,Betonarme,,Yok,,
630,17079205,26 Mart 2025,30 Mart 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,9661,15.000TL, Avcılar - Mustafa Kemal Paşa Mahallesi,https://www.emlakjet.com//ilan/21-yeni-bina-kiralik-daire-17079205/,,,,,,
631,17079198,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,0 (Yeni),5.Kat,8,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,50.000TL, Sarıyer - Ayazağa Mahallesi,https://www.emlakjet.com//ilan/invest-vadi-11-guncel-kiralik-sifir-daire-17079198/,,,Boş,Yok,,
