,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,Price,Location,link,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Görüntülü Gezilebilir mi?,Ada,Parsel,Balkon Tipi,Yapı Durumu,Yapı Tipi,WC Sayısı,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
502,16678285,15 Ocak 2025,21 Mart 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL, Merkezefendi - Selçuk Bey Mahallesi,https://www.emlakjet.com//ilan/selcukbeyde-kiralik-lux-31-daire-16678285/,,,,,,,,,,,,,,,
503,16677870,15 Ocak 2025,16 Ocak 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,2,2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Selçuk Bey Mahallesi,https://www.emlakjet.com//ilan/albayrak-meydani-kiralik-full-esyali-21-daire-16677870/,,,,,,,,,,,,,,,
504,16677799,15 Ocak 2025,16 Ocak 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/century-21-net-ten-asmalievler-de-kiralik-genis-21-apart-16677799/,,,,,,,,,,,,,,,
505,16676746,15 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,4,2.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/naz-bayrak-ta-muhtesem-konumda-kiralik-21-daire-16676746/,200 TL,,,,,,,,,,,,,,
506,16676737,15 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,6,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,16.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/eysu-karaca-dan-devlet-has-karsisi-sifir-esyali-kiralik-apart-16676737/,,,,,,,,,,,,,,,
507,16676735,15 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,16-20,2.Kat,2,Sobalı,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,8.000TL, Merkezefendi - İlbade Mahallesi,https://www.emlakjet.com//ilan/ilibade-mahallesinde-sobali-kiralik-21-daire-16676735/,,,,,,,,,,,,,,,
508,16676145,15 Ocak 2025,16 Ocak 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,3.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/aky-gayrimenkul-den-incilipinar-da-kiralik-apart-16676145/,,,,,,,,,,,,,,,
509,16670613,15 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,11-15,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Merkezefendi - Karaman Mahallesi,https://www.emlakjet.com//ilan/karaman-da-kiralik-daire-16670613/,,,,,,,,,,,,,,,
510,16670001,15 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/golden-city-den-sirakapilar-da-11-apart-16670001/,,,,,,,,,,,,,,,
511,16669957,15 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,105 m²,110 m²,2+1,0 (Yeni),Bahçe Katı,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,17.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/erkustan-karahasanli-sehir-hastanesi-yakini-21-kiralik-daire-16669957/,,,,,,,,,,,,,,,
512,16669507,15 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/camlik-foruma-cok-yakin-kiralik-daire-16669507/,,,,,,,,,,,,,,,
513,16668634,15 Ocak 2025,17 Ocak 2025,Konut,Kiralık,Daire,38 m²,45 m²,1+1,5-10,Yüksek Giriş,4,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/kocabiyik-gayrimenkul-den-eski-milliegitim-arkasi-11-apart-16668634/,,,,,,,,,,,,,,,
514,16668065,15 Ocak 2025,16 Ocak 2025,Konut,Kiralık,Daire,45 m²,55 m²,2+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/sehir-hastanesi-karsisi-arakat-21-kiralik-daire-16668065/,,,,,,,,,,,,,,,
515,16667845,14 Ocak 2025,16 Ocak 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,4,2.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/sehzade-den-karahasanli-mahallesinde-genis-kiralik-21-arakat-16667845/,,,,,,,,,,,,,,,
516,16667805,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL, Merkezefendi - Yenişafak Mahallesi,https://www.emlakjet.com//ilan/kr-yatirim-dan-yenisafak-mah-site-icerisinde-lux-31-daire-16667805/,,,,,,,,,,,,,,,
517,16667797,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,200 m²,220 m²,4+1,5-10,1.Kat,5,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL, Pamukkale - Bağbaşı Mahallesi,https://www.emlakjet.com//ilan/kr-yatirim-dan-bagbasi-ana-yol-uzeri-41-220m-kiralik-daire-16667797/,,,,,,,,,,,,,,,
518,16667549,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,4,2.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/goksu-dan-universite-karsisinda-kiralik-11-arakat-klimali-apart-16667549/,,,,,,,,,,,,,,,
519,16667537,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/goksudan-universite-yurume-mesafesinde-esyali-apart-16667537/,,,,,,,,,,,,,,,
520,16667500,14 Ocak 2025,17 Ocak 2025,Konut,Kiralık,Daire,125 m²,135 m²,2+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.500TL, Merkezefendi - Değirmenönü Mahallesi,https://www.emlakjet.com//ilan/degirmenonunde-firsat-21-125-m2-arakat-kiralik-daire-16667500/,,,,,,,,,,,,,,,
521,16667497,14 Ocak 2025,17 Ocak 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Atalar Mahallesi,https://www.emlakjet.com//ilan/cinar-da-31-arakat-kiralik-daire-15-000-16667497/,,,,,,,,,,,,,,,
522,16667228,14 Ocak 2025,23 Ocak 2025,Konut,Kiralık,Daire,150 m²,155 m²,3+1,21 Ve Üzeri,1.Kat,1,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Merkezefendi - Akkonak Mahallesi,https://www.emlakjet.com//ilan/akkonak-mahallesinde-as-ecza-deposu-arkasi-kiralik-31-daire-16667228/,,,,,,,,,,,,,,,
523,16664049,14 Ocak 2025,16 Ocak 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,17.500TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/kaan-gayrimenkul-kiralik-daire-16664049/,,,,,,,,,,,,,,,
524,16664045,14 Ocak 2025,16 Ocak 2025,Konut,Kiralık,Villa,850 m²,900 m²,7+3,1,,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,6+,Genel Fiyat,225.000TL, Merkezefendi - Göveçlik Mahallesi,https://www.emlakjet.com//ilan/kaan-emlak-sinpas-subesinden-denizlinin-en-luks-villasi-16664045/,,,,,,,,,,,,,,,
525,16663766,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/dur-al-gayrimenkul-den-asmalevlerde-kiralik-2-oda-1-mutfak-apart-16663766/,,,,,,,,,,,,,,,
526,16662558,14 Ocak 2025,22 Şubat 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,1,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Pamukkale - Hacıkaplanlar Mahallesi,https://www.emlakjet.com//ilan/hacikaplanlar-da-31-135-m2-1-yillik-daire-16662558/,,,,,,,,,,,,,,,
527,16662556,14 Ocak 2025,22 Şubat 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,Bahçe Katı,2,Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,6.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/15-mayista-31-140-m2-kiralik-yari-bodrum-daire-16662556/,,,,,,,,,,,,,,,
528,16662063,14 Ocak 2025,19 Mart 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,11-15,1.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/asmalievler-mahallesinde-11-kiralik-apart-16662063/,,,,,,,,,,,,,,,
529,16662059,14 Ocak 2025,19 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/ilk-kiracisi-siz-olmak-ister-misiniz-16662059/,,,,,,,,,,,,,,,
530,16662026,14 Ocak 2025,19 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,1.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoy-de-11-kiralik-apart-16662026/,,,,,,,,,,,,,,,
531,16662023,14 Ocak 2025,19 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,Düz Giriş (Zemin),4,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoy-de-11kiralik-apart-16662023/,,,,,,,,,,,,,,,
532,16662016,14 Ocak 2025,28 Şubat 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,Düz Giriş (Zemin),4,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoy-de-11kiralik-apart-16662016/,,,,,,,,,,,,,,,
533,16661997,14 Ocak 2025,19 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,4,5.Kat,6,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoy-de-genis-21-kiralik-apart-16661997/,,,,,,,,,,,,,,,
534,16661984,14 Ocak 2025,19 Mart 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,4,1.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Merkezefendi - Değirmenönü Mahallesi,https://www.emlakjet.com//ilan/degirmenonu-mahallesi-nde-11-kiralik-apart-16661984/,,,,,,,,,,,,,,,
535,16661980,14 Ocak 2025,19 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,21 Ve Üzeri,Bodrum Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/siteler-mahallesinde-kiralik-11-daire-16661980/,,,,,,,,,,,,,,,
536,16660268,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,155 m²,170 m²,3+1,3,8.Kat,8,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,32.500TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/redstone-idolden-deda-life-sitesinde-31luks-kiralik-daire-16660268/,,,,,,,,,,,,,,,
537,16660039,14 Ocak 2025,28 Mart 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL, Pamukkale - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/kz-gayrimenkulden-cumhuriyette-31-170m2-arakat-sifir-lux-kiralik-daire-16660039/,,,,,,3045,18,,,,,,,,
538,16658328,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,185 m²,205 m²,4+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,30.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-mahallesinde-muhtesem-konumda-41-kiralik-daire-16658328/,500 TL,,,,,,,,,,,,,,
539,16657534,14 Ocak 2025,28 Mart 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,11-15,Bahçe Katı,3,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,5.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/kz-gayrimenkulden-kiniklida-11-kiralik-esyali-apart-16657534/,,,,,,2330,22,,,,,,,,
540,16657274,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,170 m²,180 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Pamukkale - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/kayhanda-komple-yenilenmis-31-daire-16657274/,,,,,,,,,,,,,,,
541,16656863,14 Ocak 2025,27 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,7.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/kz-gayrimenkulden-zeytinkoyde-lux-esyali-balkonlu-kiralik-apart-16656863/,,,,,,271,1,,,,,,,,
542,16656774,14 Ocak 2025,14 Ocak 2025,Konut,Kiralık,Daire,135 m²,144 m²,3+1,2,2.Kat,5,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,26.000TL, Merkezefendi - Selçuk Bey Mahallesi,https://www.emlakjet.com//ilan/self-den-onu-hic-kapanmayacak-muhtesem-konumda-luks-31-daire-16656774/,,,,,,,,,,,,,,,
543,16656091,14 Ocak 2025,01 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/kz-gayrimenkulden-asmalievlerde-b-makinali-klimali-arakat-genis-21-75m2-kiralik-esyali-apart-16656091/,,,,,,5284,6,,,,,,,,
544,16655060,14 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,3.Kat,4,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/kinikli-bursa-caddesinde-arakat-balkonlu-genis-11-esyali-daire-16655060/,,,,,,,,,,,,,,,
545,16651656,13 Ocak 2025,14 Mart 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,15.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/re-max-ten-sehir-hastanesi-yakini-21-kiralik-daire-16651656/,,,,,,229,2,,,,,,,,
546,16650191,13 Ocak 2025,03 Nisan 2025,Konut,Kiralık,Daire,120 m²,125 m²,2+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL, Merkezefendi - Karaman Mahallesi,https://www.emlakjet.com//ilan/karaman-cozum-koleji-ici-yeni-boyali-balkonlu-on-cephe-21-daire-16650191/,,,Var,1,Evet,3411,11,Açık Balkon,İkinci El,Betonarme,2,,,,
547,16649377,13 Ocak 2025,13 Ocak 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,1.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Hacıkaplanlar Mahallesi,https://www.emlakjet.com//ilan/hermess-den-cinar-da-11-esyali-yonetimli-kiralik-apart-16649377/,,,,,,,,,,,,,,,
548,16648883,13 Ocak 2025,15 Ocak 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.500TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/kamu-kurumlari-yakini-11-50-m2-arakat-kiralik-esyali-apart-16648883/,,,,,,,,,,,,,,,
549,16648200,12 Ocak 2025,13 Ocak 2025,Konut,Kiralık,Daire,170 m²,190 m²,3+1,11-15,1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,29.500TL, Merkezefendi - Gerzele Mahallesi,https://www.emlakjet.com//ilan/servergazi-emlak-servergazide-enfes-konumda-31-kiralik-daire-16648200/,,,,,,,,,,,,,,,
550,16647725,12 Ocak 2025,24 Şubat 2025,Konut,Kiralık,Daire,25 m²,35 m²,Stüdyo,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,7.500TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/denizli-ulus-ta-kiralik-10-apart-16647725/,,,,,,,,,,,,,,,
551,16647724,12 Ocak 2025,24 Şubat 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL, Pamukkale - Zümrüt Mahallesi,https://www.emlakjet.com//ilan/denizli-bagbasinda-kiralik-esyali-daireler-16647724/,,,,,,,,,,,,,,,
552,16647521,12 Ocak 2025,28 Ocak 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,0 (Yeni),2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,19.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/lozan-caddesinde-70-m2-ultra-lux-21-apart-16647521/,,,,,,,,,,,,,,,
553,16643794,11 Ocak 2025,11 Ocak 2025,Konut,Kiralık,Daire,85 m²,88 m²,2+1,4,2.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/mercan-dan-universite-yakini-21-esyali-apart-16643794/,,,,,,,,,,,,,,,
554,16642890,11 Ocak 2025,11 Ocak 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,4,4.Kat,4,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,8.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoy-cerrahi-hastanesi-karsisi-kiralik-11-16642890/,,,,,,,,,,,,,,,
555,16641706,11 Ocak 2025,24 Şubat 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,4,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/15-mayis-mah-kiralik-21-apart-16641706/,,,,,,,,,,,,,,,
556,16640647,11 Ocak 2025,28 Mart 2025,Konut,Kiralık,Daire,35 m²,40 m²,1+1,3,Bahçe Katı,2,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/ender-uysaldan-asmalievler-de-11-kiralik-esyali-apart-16640647/,,,,,,5583,8,,,,,,,,
557,16638708,11 Ocak 2025,22 Mart 2025,Konut,Kiralık,Daire,95 m²,99 m²,2+1,0 (Yeni),2.Kat,4,Merkezi Doğalgaz,Boş,Boş,Kıbrıs Tapulu,Evet,,1,Genel Fiyat,9.500TL, Honaz - Ovacık Mahallesi,https://www.emlakjet.com//ilan/sifir-ara-kat-uygun-fiyatli-daire-16638708/,,,Var,1,,,,Açık Balkon,Sıfır,Betonarme,2,,,,
558,16638621,11 Ocak 2025,20 Ocak 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,2,2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL, Merkezefendi - Şirinköy Mahallesi,https://www.emlakjet.com//ilan/rota-gayrimenkul-den-sirinkoyde-kiralik-11-apart-16638621/,,,,,,,,,,,,,,,
559,16638490,11 Ocak 2025,11 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,4,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,9.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/zeytinkoy-mah-11-ara-kat-balkonlu-16638490/,200 TL,9000 TL,Var,1,Evet,180,11,Açık Balkon,İkinci El,Betonarme,1,,,,
560,16638468,11 Ocak 2025,12 Ocak 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/saygin-dan-adalet-de-11-full-esyali-kiralik-apart-daire-16638468/,,,,,,,,,,,,,,,
561,16637965,10 Ocak 2025,10 Ocak 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/hm-garimenkul-de-universiteye-yakin-11-sifir-apartlar-16637965/,,,,,,,,,,,,,,,
562,16637835,10 Ocak 2025,11 Ocak 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,4,2.Kat,5,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,26.500TL, Merkezefendi - Gerzele Mahallesi,https://www.emlakjet.com//ilan/servergazi-emlak-servergazi-de-31-lux-arakat-16637835/,,,,,,,,,,,,,,,
563,16637488,10 Ocak 2025,11 Ocak 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,1.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.500TL, Merkezefendi - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/adalet-parkina-denipol-e-yakin-esyali-11-kiralik-apart-16637488/,,,,,,,,,,,,,,,
564,16632828,10 Ocak 2025,10 Ocak 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/15-mayista-21-kiralik-apart-16632828/,,,,,,,,,,,,,,,
565,16632090,10 Ocak 2025,10 Ocak 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,16-20,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/kiniklida-ulus-caddesine-cok-yakin-31-130m-arakat-kiralik-konut-16632090/,,,,,,,,,,,,,,,
